Date,Community,Filename,Caller,Chorus,Duration,Duration (B to L) ,Introduction present,Buildup present,Buildup E components,Buildup first half,Buildup second half,Buildup duration,Rate of buildup,Rate of first half,Rate of second half,Acceleration ,Buildup component chosen,Climax present,Climax components,Climax screams,Prop of screams,Durclx,Climax scream chosen,Letdown present,Letdown components,Drumming,Drumming duration,Drum beats,Rate of beats,Beats in climax,Beats after climax,Beats before climax,Non linearities,Time,Context,call,duration,durat2,select,F0start,F0end,F0max,F0min,F0mean,lmmean,lmmax,F0loc,trfak,trmean,trmax,Pfstart       ,Pfend,Pfmax,Pfmin,Pfmean       ,Pfmaxamp,Pfminamp,Pfmaxloc,Pfminloc,Pfmaxdif,noise_mean,noise_max,call,duration,durat2,select,F0start,F0end,F0max,F0min,F0mean,lmmean,lmmax,F0loc,trfak,trmean,trmax,Pfstart       ,Pfend,Pfmax,Pfmin,Pfmean       ,Pfmaxamp,Pfminamp,Pfmaxloc,Pfminloc,Pfmaxdif,noise_mean,noise_max,range
7/14/17,Mitumba,KSK049,EDG,N,7.48,5.49,Y,Y,6,3,3,2.6,2.307692308,2.307692308,2.307692308,0,BE4,Y,3,3,1,1.59,CS3,Y,3,Y,0.34,2,5.882352941,2,0,0,"Y, D",9:18,Resting,KSK049_EDG_BE4.lma,304.0038,0,no,188,305,376,188,316,5,63,0.56,0.02,29,105,141,305,376,141,306,258,329,0.23,0.11,164,0.25,0.7,KSK049_EDG_CS3.lma,562.6737,0,no,798,798,798,446,603,11,146,0,0,88,207,845,845,1151,493,747,611,845,0.37,1,587,0.23,0.34,352
12/25/16,Mitumba,MTB002,KOC,Y,10.21,6.65,Y,Y,7,3,3,3.04,2.302631579,1.973684211,1.973684211,0,BE5,Y,1,1,1,0.35,CS1,Y,7,N,,,,,,,N,8:35,Travel,MTB002_KOC_BE5.lma,213.336,0,no,235,352,352,211,269,5,61,0.85,0.04,20,80,235,352,352,211,269,282,352,0.49,1,141,0.68,0.91,MTB002_KOC_CS1.lma,106.668,0,no,728,728,751,681,734,6,28,0.26,-0.02,14,48,728,728,751,681,734,751,728,0.49,0,70,0.44,0.69,70
12/25/16,Mitumba,MTB004,KOC,Y,6.65,5.44,Y,Y,4,2,2,1.48,2.702702703,2.702702703,2.702702703,0,BE2,Y,4,3,0.75,2.7,CS1,Y,3,N,,,,,,,Y,12:53,Resting,MTB004_KOC_BE2.lma,245.3364,0,no,258,282,329,258,268,3,19,0.9,0.01,13,51,258,282,329,258,268,258,258,0.53,0.85,47,0.91,0.99,MTB004_KOC_CS1.lma,725.3424,0,no,822,869,1503,822,1388,8,244,0.81,0.04,73,651,822,869,1503,822,1388,1479,869,0.72,1,611,0.7,0.91,681
12/26/16,Mitumba,MTB006,EDG,Y,4.98,4.26,NA,N,0,0,0,0,0,0,0,0,,Y,6,6,1,4.26,CS6,Y,2,N,,,,,,,Y,7:59,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB006_EDG_CS6.lma,578.6739,0,no,775,939,1268,775,1122,8,85,0.48,0.02,117,289,775,3804,3828,775,1678,3804,775,0.76,0,1550,0.41,0.65,493
11/17/16,Mitumba,MTB006,FAN,N,4.75,4.75,NA,Y,3,1,1,1.09,2.752293578,1.834862385,1.834862385,0,BE2,Y,3,3,1,2.34,CS2,Y,3,N,,,,,,,"Y, D",10:00,Display,MTB006_FAN_BE2.lma,322.6707,0,no,211,188,423,188,283,8,85,0.9,0.01,49,130,94,94,611,94,294,329,117,0.62,0.14,493,0.94,1,MTB006_FAN_CS2.lma,688.0086,0,no,939,916,939,540,799,16,249,0,0.01,141,276,963,963,1949,963,1250,1080,963,0.88,1,658,0.41,0.63,399
12/26/16,Mitumba,MTB007,EDG,N,5.98,2.05,Y,N,0,0,0,0,0,0,0,0,,Y,2,2,1,2.05,CS2,N,0,N,,,,,,,N,9:33,Resting,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB007_EDG_CS2.lma,656.0082,0,no,611,705,939,564,771,6,66,0.49,0,96,202,611,705,1362,564,782,658,751,0.86,0.18,728,0.54,0.71,375
11/17/16,Mitumba,MTB007,FAN,N,7.29,7.29,N,N,0,0,0,0,0,0,0,0,,Y,9,4,0.444444444,6.42,CS4,Y,2,N,,,,,,,"Y, D",10:03,Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB007_FAN_CS4.lma,722.6757,0,no,963,963,1386,963,1263,4,103,0.19,-0.01,76,323,963,963,2771,963,1289,1292,963,0.55,1,1432,0.54,0.73,423
11/17/16,Mitumba,MTB008,FAN,N,7.95,4.38,Y,Y,4,2,2,2.07,1.93236715,1.93236715,1.93236715,0,BE2,Y,2,2,1,1.7,CS2,Y,1,N,,,,,,,D,10:10,Display,MTB008_FAN_BE2.lma,330.6708,0,no,470,423,517,305,421,7,66,0.05,-0.04,57,111,1057,751,1127,352,657,517,352,0.5,0.93,681,0.79,0.99,MTB008_FAN_CS2.lma,746.676,0,no,845,845,1245,798,1159,5,113,0.22,-0.01,99,357,845,845,3734,798,1249,869,845,0.9,1,2513,0.53,0.78,447
11/17/16,Mitumba,MTB009,FAN,N,4.56,4.36,Y,Y,5,3,2,1.92,2.604166667,3.125,2.083333333,-1.041666667,BE3,Y,2,2,1,1.59,CS1,Y,2,Y,NA,1,,,,,Y,10:46,Display,MTB009_FAN_BE3.lma,341.3376,0,no,188,329,352,188,308,4,52,0.15,0.03,37,84,94,329,352,94,296,352,305,0.55,0.93,164,0.61,0.92,MTB009_FAN_CS1.lma,658.6749,0,no,658,869,939,329,743,13,343,0.21,-0.02,115,364,1080,869,1973,728,1161,1268,1104,0.81,0.96,658,0.44,0.65,610
12/27/16,Mitumba,MTB013,EDG,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Y,NA,NA,NA,NA,CS,Y,1,N,,,,,,,N,12:16,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB013_EDG_CS.lma,818.6769,0,no,352,658,728,352,655,6,207,0.72,0.03,53,219,352,658,728,329,652,705,352,0.61,0,164,0.12,0.46,376
11/18/16,Mitumba,MTB014,EDG,N,7.11,6.38,Y,Y,4,2,2,1.85,2.162162162,2.162162162,2.162162162,0,BE2,Y,3,1,0.333333333,3.62,CS1,Y,1,N,,,,,,,N,16:38,Feed,MTB014_EDG_BE2.lma,210.6693,0,no,352,352,446,211,366,9,85,0.51,0.04,64,139,352,352,446,211,366,446,352,0.58,1,211,0.77,0.94,MTB014_EDG_CS1.lma,864.0108,0,no,329,376,399,329,369,1,9,0.62,0.01,9,30,329,751,822,329,622,329,751,0.04,1,376,0.74,0.87,70
1/4/17,Mitumba,MTB016,EDG,N,3.43,0.89,Y,N,0,0,0,0,0,0,0,0,,Y,1,1,1,0.89,CS1,N,0,N,,,,,,,N,17:11,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB016_EDG_CS1.lma,888.0111,0,no,329,658,869,329,594,6,178,0.06,0.01,48,297,329,658,3358,329,668,658,658,0.48,1,2795,0.2,0.35,540
9/6/16,Mitumba,MTB018,EDG,N,3.65,2.23,Y,N,0,0,0,0,0,0,0,0,,Y,1,1,1,0.81,CS1,Y,2,N,,,,,,,N,16:02,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB018_EDG_CS1.lma,858.6774,0,no,681,1174,1198,611,995,8,113,0.81,0.05,88,256,329,1174,1198,305,963,892,1174,0.49,1,493,0.16,0.32,587
1/7/17,Mitumba,MTB019,KOC,N,6.58,3.14,Y,N,0,0,0,0,0,0,0,0,,Y,2,2,1,1.57,CS2,Y,3,N,,,,,,,N,8:24,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB019_KOC_CS2.lma,701.3421,0,no,798,751,1362,751,1207,11,216,0.48,0.03,147,533,798,751,4063,751,1676,939,751,0.1,1,3217,0.25,0.44,611
11/22/16,Mitumba,MTB019_nov,KOC,N,3.61,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,BE,Y,2,2,1,1.47,CS,Y,3,N,,,,,,,N,8:13,Travel,MTB019_KOC_nov_BE.lma,336.0042,0,no,188,188,399,188,321,5,85,0.36,0.06,65,216,94,94,1127,0,569,94,0,0.02,0.09,705,0.99,1,MTB019_KOC_nov_CS.lma,434.6721,0,no,1315,892,1550,751,1299,12,197,0.4,-0.16,169,365,1315,892,1550,705,1279,1526,892,0.44,1,376,0.9,0.96,799
1/7/17,Mitumba,MTB020,KOC,Y,6.33,6.33,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,BE1,Y,4,4,1,2.91,CS3,Y,5,N,,,,,,,"Y, D",8:52,Feed,MTB020_KOC_BE1.lma,240.003,0,no,235,235,282,211,237,3,47,0.22,0.01,7,47,235,94,6129,94,292,235,6129,0.48,0.18,6035,0.5,0.64,MTB020_KOC_CS3.lma,621.3411,0,no,939,1104,1456,939,1292,11,291,0.24,0,142,361,939,1104,2348,939,1323,1386,1104,0.69,1,1339,0.31,0.43,517
1/7/17,Mitumba,MTB021,EDG,N,7.18,5.13,Y,Y,6,3,3,2.57,2.33463035,2.33463035,2.33463035,0,BE4,Y,4,1,0.25,1.31,CS1,Y,3,N,,,,,,,"Y, D",10:06,Feed,MTB021_EDG_BE4.lma,384.0048,0,no,235,188,470,188,341,9,75,0.48,0.01,55,176,117,94,564,94,333,282,352,0.22,0.96,235,0.34,0.73,MTB021_EDG_CS1.lma,386.6715,0,no,869,751,869,564,709,8,110,0,-0.06,70,144,939,751,2395,587,1029,798,1033,0.11,0.9,1785,0.32,0.42,305
9/7/16,Mitumba,MTB023,EDG,N,3.55,3.55,NA,N,0,0,0,0,0,0,0,0,,Y,3,3,1,3,CS3,Y,1,N,,,,,,,N,7:58,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB023_EDG_CS3.lma,658.6749,0,no,329,681,869,329,645,8,193,0.12,0.02,70,278,329,681,1315,329,801,681,329,0.35,0,658,0.22,0.54,540
11/23/16,Mitumba,MTB023,KOC,Y,12.13,8.55,Y,Y,4,2,2,1.62,2.469135802,2.469135802,2.469135802,0,BE2,Y,6,5,0.833333333,4.93,CS1,Y,3,Y,0.38,2,5.263157895,2,0,0,"Y, D",15:11,Display,MTB023_KOC_BE2.lma,202.6692,0,no,258,235,305,235,279,2,9,0.37,-0.02,13,34,258,235,305,235,279,282,235,0.73,1,23,0.56,0.84,MTB023_KOC_CS1.lma,496.0062,0,no,1245,1362,1503,1198,1363,7,85,0.37,0.02,54,197,1245,1362,2724,1198,1511,1503,1362,0.39,0.99,1339,0.42,0.62,305
9/7/16,Mitumba,MTB024,EDG,N,8.54,8.54,NA,Y,9,4,4,5.17,1.740812379,1.547388781,1.547388781,0,BE5,Y,4,4,1,2.3,CS2,Y,2,Y,1.16,3,2.586206897,3,0,0,Y,8:02,Feed,MTB024_EDG_BE5.lma,373.338,0,no,188,305,376,188,304,4,38,0.8,0.04,39,94,94,305,6387,94,618,329,94,0.4,0,6223,0.39,0.7,MTB024_EDG_CS2.lma,365.3379,0,no,892,1010,1268,634,982,24,221,0.14,0.04,102,332,892,1010,1268,634,982,1057,1010,0.76,1,540,0.33,0.47,634
9/7/16,Mitumba,MTB025,EDG,N,6.94,6.63,Y,Y,6,3,3,4.13,1.452784504,1.452784504,1.452784504,0,BE3,Y,2,2,1,1.46,CS1,Y,2,Y,NA,1,NA,1,0,0,Y,8:10,Feed,MTB025_EDG_BE3.lma,440.0055,0,no,188,188,446,188,295,7,169,0.06,0.02,34,179,94,94,2959,94,292,305,2959,0.51,0.08,2865,0.5,0.72,MTB025_EDG_CS1.lma,674.6751,0,no,399,939,1127,399,837,26,225,0.25,0.01,184,417,376,939,1597,376,946,1127,376,0.28,0,822,0.3,0.59,728
1/10/17,Mitumba,MTB025_jan,EDG,N,4.48,3.25,Y,Y,4,2,2,1.54,2.597402597,2.597402597,2.597402597,0,BE2,Y,1,1,1,0.4,CS1,Y,3,N,,,,,,,Y,16:51,Resting,MTB025_EDG_jan_BE2.lma,320.004,0,no,329,329,517,305,362,9,66,0.5,-0.01,37,155,117,329,634,117,422,352,117,0.22,0,305,0.22,0.43,MTB025_EDG_jan_CS1.lma,456.0057,0,no,1010,658,1033,564,840,14,188,0.11,0.01,126,265,1010,658,3992,564,1109,751,1010,0.32,0,3100,0.35,0.43,469
1/11/17,Mitumba,MTB026,EDG,N,3.76,3.07,Y,Y,4,2,2,1.63,2.45398773,2.45398773,2.45398773,0,BE2,Y,2,2,1,0.9,CS1,Y,1,Y,NA,1,NA,1,0,0,Y,17:18,Travel,MTB026_EDG_BE2.lma,360.0045,0,no,258,235,399,211,306,5,75,0.34,-0.01,44,93,258,235,399,211,306,282,258,0.2,0,117,0.3,0.5,MTB026_EDG_CS1.lma,264.0033,0,no,939,705,939,611,714,8,94,0,-0.06,60,171,939,705,939,611,714,705,916,0.7,0.1,235,0.3,0.39,328
11/26/16,Mitumba,MTB027,FAN,Y,4.33,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Y,4,4,1,4.33,CS,N,0,N,,,,,,,D,8:52,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB027_FAN_CS.lma,714.6756,0,no,822,1057,1245,822,1159,6,113,0.61,0.01,66,335,822,1057,1245,822,1159,1174,1057,0.18,1,282,0.54,0.81,423
1/12/17,Mitumba,MTB030,FAN,Y,4.22,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Y,5,3,0.6,3.06,CS,Y,2,N,,,,,,,N,8:22,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB030_FAN_CS.lma,554.6736,0,no,845,587,916,423,607,9,169,0.87,0,87,307,845,587,1127,282,824,634,587,0.2,1,611,0.23,0.49,493
11/30/16,Mitumba,MTB033,EDG,Y,7.67,5.25,Y,N,0,0,0,0,0,0,0,0,,Y,8,3,0.375,5.25,CS1,N,0,N,,,,,,,Y,14:41,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB033_EDG_CS1.lma,413.3385,0,no,775,728,1245,728,1127,9,103,0.38,-0.01,88,379,775,728,1245,728,1127,1198,728,0.73,1,258,0.46,0.61,517
12/2/16,Mitumba,MTB036,EDG,Y,4.75,2.25,Y,N,0,0,0,0,0,0,0,0,,Y,3,2,0.666666667,2.25,CS1,N,0,N,,,,,,,Y,14:55,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB036_EDG_CS1.lma,512.0064,0,no,939,681,939,540,707,7,266,0,0.03,49,299,1057,681,1362,634,817,775,1057,0.66,0,705,0.44,0.62,399
9/16/16,Mitumba,MTB036,KOC,N,14.1,4.78,Y,Y,2,1,1,0.85,2.352941176,2.352941176,2.352941176,0,BE1,Y,1,1,1,1.01,CS1,Y,6,Y,0.31,3,9.677419355,3,0,0,"Y, D",11:27,Resting,MTB036_KOC_BE1.lma,237.3363,0,no,258,211,282,211,269,1,9,0.11,-0.02,13,41,258,211,282,211,269,282,211,0.55,1,23,0.62,0.87,MTB036_KOC_CS1.lma,917.3448,0,no,681,587,1386,587,1067,8,80,0.71,0,203,495,681,587,1386,587,1067,775,1104,0.89,0.17,188,0.44,0.71,799
12/2/16,Mitumba,MTB042,EDG,Y,4.63,2.48,Y,Y,2,1,1,0.86,2.325581395,2.325581395,2.325581395,0,BE2,Y,2,2,1,1.61,CS2,N,0,N,,,,,,,D,17:52,Feed,MTB042_1_KOC_BE3.lma,312.0039,0,no,235,258,446,211,285,6,66,0.09,-0.03,24,131,94,94,564,94,269,282,164,0.24,0.91,329,0.27,0.64,MTB042_1_KOC_CS1.lma,861.3441,0,no,986,705,1057,564,820,8,169,0.6,0,63,264,986,705,1057,329,786,869,705,0.39,1,681,0.4,0.65,493
2/11/17,Mitumba,MTB042_1,KOC,Y,5.41,5.41,NA,Y,5,2,2,2.22,2.252252252,1.801801802,1.801801802,0,BE3,Y,2,2,1,2.04,CS1,Y,2,N,,,,,,,N,8:10,Travel,MTB042_2_KOC_BE2.lma,397.3383,0,no,329,305,329,235,310,2,33,0,-0.01,16,69,329,305,329,235,310,329,305,0.58,1,70,0.2,0.45,MTB042_2_KOC_CS1.lma,448.0056,0,no,869,658,1245,587,991,17,197,0.34,-0.09,163,387,869,658,1245,517,984,1198,869,0.56,0,564,0.18,0.42,658
2/11/17,Mitumba,MTB042_2,KOC,N,9.59,4.29,Y,Y,3,1,1,1.89,1.587301587,1.058201058,1.058201058,0,BE2,Y,2,2,1,1.41,CS1,Y,2,N,,,,,,,Y,8:10,Travel,MTB042_EDG_BE2.lma,296.0037,0,no,493,423,493,282,407,5,85,0,0.01,37,119,493,423,493,282,407,423,423,0.33,1,188,0.56,0.85,MTB042_EDG_CS2.lma,698.6754,0,no,705,751,1127,611,990,7,172,0.39,-0.01,105,342,705,423,1127,399,969,775,1010,0.89,0.98,681,0.43,0.59,516
2/11/17,Mitumba,MTB044,FAN,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Y,NA,NA,NA,NA,CS,Y,6,N,,,,,,,N,14:00,Resting,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB044_FAN_CS.lma,461.3391,0,no,822,916,1221,822,1047,9,103,0.58,0.02,111,197,822,916,2442,822,1131,1057,916,0.33,1,1221,0.26,0.34,399
2/15/17,Mitumba,MTB048,EDG,N,4.56,3.99,Y,Y,4,2,2,1.52,2.631578947,2.631578947,2.631578947,0,BE2,Y,2,1,0.5,1.13,CS1,Y,3,Y,0.2,2,10,2,0,0,Y,17:07,Travel,MTB048_EDG_BE2.lma,314.6706,0,no,211,188,517,188,370,11,56,0.33,0.02,68,204,94,94,5659,94,920,587,94,0.55,0,5566,0.33,0.49,MTB048_EDG_CS1.lma,442.6722,0,no,634,728,798,470,627,13,160,0.14,0.04,76,229,963,728,1057,587,930,1057,728,0.35,1,423,0.22,0.38,328
2/15/17,Mitumba,MTB049,EDG,N,5.25,3.07,Y,N,0,0,0,0,0,0,0,0,,Y,5,3,0.6,2.37,CS2,Y,2,N,,,,,,,Y,17:29,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB049_EDG_CS2.lma,378.6714,0,no,822,939,1315,798,1070,15,108,0.39,-0.01,127,270,822,939,4767,798,2130,845,939,0.04,1,2701,0.38,0.49,517
12/3/16,Mitumba,MTB050,KOC,N,6.63,4.32,Y,Y,4,2,2,1.65,2.424242424,2.424242424,2.424242424,0,BE2,Y,2,2,1,1.42,CS2,Y,3,Y,NA,1,,,,,Y,12:32,Travel,MTB050_KOC_BE2.lma,205.3359,0,no,258,211,282,211,271,1,9,0.16,-0.01,14,51,258,211,282,211,271,282,211,0.37,1,23,0.45,0.79,MTB050_KOC_CS2.lma,392.0049,0,no,775,728,798,728,758,3,28,0.38,-0.01,21,46,775,728,798,728,758,775,728,0.35,1,70,0.47,0.61,70
3/1/17,Mitumba,MTB052,LON,N,5.12,5.12,NA,Y,4,2,2,1.23,3.25203252,3.25203252,3.25203252,0,BE3,Y,3,2,0.666666667,2.86,CS1,Y,2,N,,,,,,,"Y, D",16:33,Feed,MTB052_LON_BE3.lma,253.3365,0,no,352,423,493,188,279,13,155,0.6,0.01,58,212,352,94,493,94,253,235,352,0.69,0.14,258,0.46,0.59,MTB052_LON_CS1.lma,722.6757,0,no,892,1292,1503,751,1347,12,188,0.56,0.03,85,508,587,1292,5988,564,1651,1409,1292,0.37,1,4532,0.33,0.5,752
9/21/16,Mitumba,MTB054,EDG,N,8.18,4.21,Y,Y,4,2,2,2.44,1.639344262,1.639344262,1.639344262,0,BE3,Y,1,1,1,0.69,CS1,Y,2,N,,,,,,,N,10:28,Feed,MTB054_EDG_BE3.lma,360.0045,0,no,188,517,517,188,336,9,122,0.84,0.06,42,164,94,517,705,94,349,352,94,0.43,0.1,352,0.9,1,MTB054_EDG_CS1.lma,672.0084,0,no,634,798,869,517,658,7,122,0.14,0,88,221,634,798,2536,634,1301,798,798,0.88,1,1409,0.8,0.94,352
3/4/17,Mitumba,MTB055,EDG,N,7.53,6.29,Y,Y,6,3,3,4.29,1.398601399,1.398601399,1.398601399,0,BE3,Y,2,2,1,1.56,CS1,Y,1,N,,,,,,,"Y, D",8:58,Feed,MTB055_EDG_BE3.lma,501.3396,0,no,376,352,399,258,340,6,56,0.02,0.01,34,72,94,94,986,94,326,282,94,0.17,0,658,0.31,0.56,MTB055_EDG_CS1.lma,749.3427,0,no,822,751,1479,681,948,19,409,0.47,0.02,97,534,423,751,3147,423,983,705,751,0.26,1,2442,0.26,0.38,798
3/4/17,Mitumba,MTB056,EDG,N,4.63,4.63,NA,N,0,0,0,0,0,0,0,0,,Y,4,4,1,4.23,CS4,Y,1,N,,,,,,,N,9:08,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB056_EDG_CS4.lma,997.3458,0,no,352,681,681,352,623,4,56,0.34,0.01,60,237,329,1151,1362,329,759,658,1151,0.29,1,681,0.27,0.52,329
10/22/17,Mitumba,MTB057,KOC,N,6.07,3.9,Y,Y,3,1,2,1.69,1.775147929,1.183431953,2.366863905,1.183431953,BE3,Y,2,2,1,1.85,CS2,Y,1,N,,,,,,,N,10:18,Feed,MTB057_KOC_BE3.lma,378.6714,0,no,493,305,493,258,319,2,66,0,-0.04,39,122,493,305,493,258,319,305,493,0.24,0,164,0.4,0.62,MTB057_KOC_CS2.lma,621.3411,0,no,352,681,705,352,640,4,66,0.58,0.04,43,197,329,681,1292,329,736,658,1268,0.81,0.97,634,0.35,0.5,353
10/22/17,Mitumba,MTB058,EDG,N,5.93,5.93,NA,N,0,0,0,0,0,0,0,0,,Y,6,6,1,5.93,CS5,N,0,N,,,,,,,Y,10:39,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB058_EDG_CS5.lma,637.3413,0,no,587,611,1010,587,891,5,85,0.4,-0.02,77,347,587,611,3851,587,1577,611,3851,0.03,0.4,2912,0.26,0.58,423
12/8/16,Mitumba,MTB059,KOC,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Y,NA,NA,NA,NA,CS,Y,4,N,,,,,,,N,13:06,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB059_EDG_CS.lma,533.34,0,no,470,634,728,376,621,8,150,0.06,0.03,49,195,470,634,1033,376,636,658,470,0.39,0,540,0.15,0.55,352
3/4/17,Mitumba,MTB059,EDG,N,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,BE,Y,NA,NA,NA,NA,CS,NA,NA,NA,,,,,,,N,10:17,Resting,MTB059_EDG_BE.lma,376.0047,0,no,211,329,446,188,315,7,94,0.09,0.02,39,154,94,329,446,94,304,352,423,0.73,0.08,329,0.23,0.57,MTB059_KOC_CS.lma,418.6719,0,no,376,399,681,352,563,7,108,0.18,0,86,214,376,399,681,352,563,587,399,0.73,1,258,0.69,0.91,329
9/23/16,Mitumba,MTB059,LAM,N,2.96,2.96,NA,Y,5,3,2,2.07,2.415458937,2.898550725,1.93236715,-0.966183575,BE4,Y,1,1,1,0.56,CS1,Y,1,N,,,,,,,N,14:37,Feed,MTB059_LAM_BE4.lma,349.3377,0,no,188,188,446,188,281,10,132,0.09,-0.01,53,152,94,94,329,94,194,94,94,0.4,0.12,235,0.84,0.95,MTB059_LAM_CS1.lma,610.6743,0,no,869,939,1010,775,930,7,103,0.31,0,58,148,869,939,1010,775,930,869,939,0.14,1,141,0.69,0.86,235
12/8/16,Mitumba,MTB060,LON,N,6.36,4.34,Y,Y,4,2,2,1.27,3.149606299,3.149606299,3.149606299,0,BE2,Y,5,2,0.4,3.07,CS1,N,0,N,,,,,,,"Y, D",13:13,Feed,MTB060_LON_BE2.lma,165.3354,0,no,188,282,517,188,307,14,211,0.03,-0.07,75,174,611,282,634,211,353,282,611,0.7,0,423,0.86,0.97,MTB060_LON_CS1.lma,578.6739,0,no,1221,1033,1550,1033,1398,6,56,0.17,-0.04,72,281,1221,1033,1550,1033,1398,1292,1033,0.89,1,141,0.33,0.53,517
12/8/16,Mitumba,MTB061,LON,N,3.72,3.21,Y,Y,1,,,0.54,,,,,BE1,Y,3,3,1,2.32,CS2,Y,1,N,,,,,,,N,13:20,Feed,MTB061_LON_BE1.lma,458.6724,0,no,188,188,470,188,225,4,193,0.92,0.01,13,231,94,94,634,94,209,235,94,0.71,0.06,540,0.89,1,MTB061_LON_CS2.lma,253.3365,0,no,1198,822,1198,681,1002,6,94,0,-0.27,38,115,1198,822,1198,681,1002,892,822,0.69,1,141,0.44,0.69,517
9/23/16,Mitumba,MTB063,EDG,N,6.67,5.08,Y,N,0,0,0,0,0,0,0,0,,Y,5,5,1,5.08,CS5,N,0,N,,,,,,,Y,16:15,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB063_EDG_CS5.lma,776.0097,0,no,634,681,1010,634,893,3,85,0.34,0.01,128,277,634,423,1010,423,891,751,423,0.17,1,258,0.5,0.73,376
3/10/17,Mitumba,MTB066,EDG,N,6.52,5.78,Y,Y,6,3,3,3.83,1.566579634,1.566579634,1.566579634,0,BE3,Y,2,1,0.5,1.05,CS1,Y,2,N,,,,,,,Y,7:20,Feed,MTB066_EDG_BE3.lma,384.0048,0,no,211,329,517,211,351,8,56,0.54,0.04,46,160,5988,329,6012,235,1229,352,5988,0.39,0,5753,0.22,0.34,MTB066_EDG_CS1.lma,490.6728,0,no,634,681,1104,587,813,24,296,0.96,0.02,102,284,5378,681,5378,423,1084,728,5378,0.46,0,4650,0.3,0.45,517
9/23/16,Mitumba,MTB067,LAM,N,7.97,6.34,Y,Y,6,3,3,3.26,1.840490798,1.840490798,1.840490798,0,BE3,Y,3,3,1,2.2,CS2,Y,2,N,,,,,,,N,19:01,Feed,MTB067_LAM_BE3.lma,322.6707,0,no,282,188,352,188,297,4,52,0.59,-0.02,25,85,282,94,2748,94,424,329,282,0.22,0.9,2466,0.73,0.95,MTB067_LAM_CS2.lma,493.3395,0,no,1010,822,1174,634,855,8,230,0.05,-0.01,54,300,1010,822,1174,634,855,892,775,0.43,0.93,540,0.57,0.96,540
3/10/17,Mitumba,MTB069,LON,N,8.13,6.32,Y,Y,6,3,3,1.85,3.243243243,3.243243243,3.243243243,0,BE6,Y,5,1,0.2,2.91,CS1,Y,2,N,,,,,,,N,8:02,Resting,MTB069_LON_BE6.lma,261.3366,0,no,329,517,517,329,407,7,47,0.89,0.06,29,81,681,587,775,329,470,376,587,0.38,1,188,0.31,0.48,MTB069_LON_CS1.lma,717.3423,0,no,423,1080,1127,399,859,22,338,0.59,-0.01,228,493,423,1080,1127,352,849,1104,423,0.21,0,728,0.23,0.51,728
3/10/17,Mitumba,MTB072,LON,N,4.27,3.42,Y,Y,5,2,2,2.17,2.304147465,1.843317972,1.843317972,0,BE4,Y,1,1,1,0.99,CS1,Y,1,N,,,,,,,N,8:30,Resting,MTB072_LON_BE4.lma,341.3376,0,no,258,211,282,211,221,2,19,0.02,-0.01,14,47,258,94,446,94,315,211,94,0.28,1,329,0.26,0.47,MTB072_LON_CS1.lma,1048.0131,0,no,446,681,869,446,752,2,127,0.07,0,32,315,446,681,1409,446,757,775,681,0.26,1,705,0.14,0.42,423
10/2/16,Mitumba,MTB076,EDG,N,12.95,11.36,Y,Y,6,3,3,3.65,1.643835616,1.643835616,1.643835616,0,BE3,Y,1,1,1,0.58,CS1,Y,15,Y,0.22,2,9.090909091,0,2,0,N,11:11,Resting,MTB076_EDG_BE3.lma,370.6713,0,no,329,305,352,282,333,2,28,0.02,0.01,17,45,329,305,540,282,355,305,305,0.2,0.99,258,0.56,0.81,MTB076_EDG_CS1.lma,549.3402,0,no,305,399,493,305,391,2,56,0.92,0.02,16,74,305,399,869,305,757,822,493,0.6,0.94,399,0.4,0.76,188
